에이전트ID,고객분류,고객분류명,구역ID,구역명,상품명,가격,체류시간,일차,시간대
280,adult_female,성년 여성,cosmetic,화장품,선크림,20000,8.9,1,12시
281,adult_female,성년 여성,beverage,음료,탄산수,1200,9.1,1,14시
281,adult_female,성년 여성,frozen,냉동식품,냉동치킨,9000,8.3,1,14시
282,minor_female,미성년 여성,bakery,베이커리,마카롱,5000,3.9,1,13시
283,adult_male,성년 남성,frozen,냉동식품,냉동볶음밥,4500,4.6,1,20시
284,minor_female,미성년 여성,snack,과자/스낵,젤리,1000,2.1,1,17시
286,adult_female,성년 여성,frozen,냉동식품,군만두,6000,7.4,1,19시
287,adult_female,성년 여성,beverage,음료,콜라,1500,8.0,1,10시
289,adult_female,성년 여성,bakery,베이커리,치즈케이크,6000,8.0,1,20시
289,adult_female,성년 여성,frozen,냉동식품,군만두,6000,8.8,1,20시
289,adult_female,성년 여성,beverage,음료,에너지드링크,2200,9.6,1,20시
292,adult_male,성년 남성,daily,생활용품,샴푸,8000,6.7,1,18시
293,adult_male,성년 남성,beverage,음료,녹차,1200,8.7,1,14시
294,adult_female,성년 여성,daily,생활용품,핸드크림,6000,10.3,1,19시
294,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,10.0,1,19시
294,adult_female,성년 여성,cosmetic,화장품,선크림,20000,9.1,1,19시
294,adult_female,성년 여성,snack,과자/스낵,빠다코코낫,1500,5.7,1,19시
295,adult_female,성년 여성,daily,생활용품,비누,2000,6.2,1,18시
295,adult_female,성년 여성,bakery,베이커리,크로아상,3000,5.2,1,18시
297,adult_male,성년 남성,frozen,냉동식품,냉동라면,3500,9.3,1,11시
297,adult_male,성년 남성,daily,생활용품,샴푸,8000,4.6,1,11시
297,adult_male,성년 남성,beverage,음료,사이다,1500,9.4,1,11시
297,adult_male,성년 남성,snack,과자/스낵,빠다코코낫,1500,7.1,1,11시
298,adult_female,성년 여성,daily,생활용품,치약,3500,6.1,1,17시
298,adult_female,성년 여성,frozen,냉동식품,군만두,6000,10.3,1,17시
299,minor_male,미성년 남성,beverage,음료,이온음료,1800,4.5,1,17시
300,adult_female,성년 여성,daily,생활용품,샴푸,8000,9.7,1,10시
301,minor_female,미성년 여성,beverage,음료,이온음료,1800,2.0,1,17시
301,minor_female,미성년 여성,cosmetic,화장품,컨실러,16000,3.5,1,17시
302,adult_female,성년 여성,bakery,베이커리,마카롱,5000,8.6,1,19시
303,minor_female,미성년 여성,beverage,음료,두유,1500,4.2,1,14시
304,adult_male,성년 남성,daily,생활용품,치약,3500,8.8,1,15시
304,adult_male,성년 남성,premium,프리미엄,브랜디,42000,6.6,1,15시
304,adult_male,성년 남성,snack,과자/스낵,프링글스,2800,7.7,1,15시
305,adult_female,성년 여성,beverage,음료,우유,1800,8.0,1,12시
305,adult_female,성년 여성,snack,과자/스낵,꼬깔콘,1200,5.6,1,12시
306,minor_female,미성년 여성,beverage,음료,에너지드링크,2200,2.1,1,11시
306,minor_female,미성년 여성,bakery,베이커리,치즈케이크,6000,4.7,1,11시
306,minor_female,미성년 여성,cosmetic,화장품,아이라이너,12000,3.1,1,11시
307,adult_female,성년 여성,cosmetic,화장품,립밤,8000,6.7,1,15시
308,minor_male,미성년 남성,snack,과자/스낵,새우깡,1500,1.9,1,17시
309,adult_male,성년 남성,beverage,음료,주스,2500,10.2,1,11시
309,adult_male,성년 남성,daily,생활용품,비누,2000,5.6,1,11시
309,adult_male,성년 남성,premium,프리미엄,수입과자,8000,7.3,1,11시
310,minor_female,미성년 여성,beverage,음료,우유,1800,3.0,1,20시
311,adult_female,성년 여성,premium,프리미엄,브랜디,42000,8.5,1,13시
311,adult_female,성년 여성,beverage,음료,콜라,1500,7.0,1,13시
312,adult_male,성년 남성,premium,프리미엄,와인,25000,9.8,1,16시
312,adult_male,성년 남성,frozen,냉동식품,만두,5000,10.2,1,16시
313,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,10.2,1,14시
314,adult_female,성년 여성,daily,생활용품,비누,2000,8.1,1,14시
315,adult_female,성년 여성,bakery,베이커리,소금빵,2000,9.4,1,13시
316,adult_male,성년 남성,premium,프리미엄,위스키,45000,6.9,1,14시
317,minor_female,미성년 여성,snack,과자/스낵,새우깡,1500,5.0,1,15시
317,minor_female,미성년 여성,bakery,베이커리,마카롱,5000,4.2,1,15시
319,minor_female,미성년 여성,daily,생활용품,바디로션,8000,3.4,1,12시
321,adult_female,성년 여성,beverage,음료,녹차,1200,7.1,1,15시
321,adult_female,성년 여성,daily,생활용품,비누,2000,9.5,1,15시
322,minor_female,미성년 여성,bakery,베이커리,소금빵,2000,2.5,1,15시
323,adult_male,성년 남성,daily,생활용품,주방세제,4000,7.5,1,15시
323,adult_male,성년 남성,beverage,음료,이온음료,1800,5.5,1,15시
323,adult_male,성년 남성,premium,프리미엄,수입치즈,18000,7.2,1,15시
324,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,5.5,1,17시
326,adult_female,성년 여성,beverage,음료,사이다,1500,5.9,1,17시
327,adult_male,성년 남성,daily,생활용품,비누,2000,7.6,1,16시
329,adult_female,성년 여성,frozen,냉동식품,냉동치킨,9000,7.5,1,19시
329,adult_female,성년 여성,bakery,베이커리,치즈케이크,6000,7.1,1,19시
330,adult_female,성년 여성,beverage,음료,커피,2000,8.7,1,13시
330,adult_female,성년 여성,cosmetic,화장품,립밤,8000,5.8,1,13시
331,adult_female,성년 여성,daily,생활용품,주방세제,4000,10.0,1,13시
331,adult_female,성년 여성,frozen,냉동식품,어묵,3000,9.0,1,13시
332,adult_male,성년 남성,beverage,음료,에너지드링크,2200,9.8,1,17시
333,adult_female,성년 여성,daily,생활용품,치약,3500,8.8,1,10시
333,adult_female,성년 여성,cosmetic,화장품,컨실러,16000,6.1,1,10시
334,adult_female,성년 여성,frozen,냉동식품,냉동피자,8000,5.7,1,12시
334,adult_female,성년 여성,cosmetic,화장품,립밤,8000,6.3,1,12시
335,adult_female,성년 여성,daily,생활용품,바디로션,8000,8.4,1,19시
336,adult_female,성년 여성,snack,과자/스낵,오레오,2200,7.5,1,20시
337,adult_male,성년 남성,premium,프리미엄,수입초콜릿,15000,8.8,1,18시
337,adult_male,성년 남성,beverage,음료,이온음료,1800,7.8,1,18시
337,adult_male,성년 남성,frozen,냉동식품,냉동피자,8000,9.3,1,18시
338,adult_female,성년 여성,frozen,냉동식품,어묵,3000,4.6,1,16시
338,adult_female,성년 여성,snack,과자/스낵,포카칩,1800,9.5,1,16시
339,adult_male,성년 남성,beverage,음료,우유,1800,9.5,1,12시
339,adult_male,성년 남성,premium,프리미엄,와인,25000,7.5,1,12시
339,adult_male,성년 남성,daily,생활용품,휴지,4500,5.5,1,12시
340,adult_female,성년 여성,premium,프리미엄,럼,28000,9.1,1,16시
340,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,6.9,1,16시
341,adult_male,성년 남성,frozen,냉동식품,냉동치킨,9000,9.5,1,10시
341,adult_male,성년 남성,beverage,음료,커피,2000,8.6,1,10시
342,adult_male,성년 남성,beverage,음료,두유,1500,4.9,1,15시
342,adult_male,성년 남성,snack,과자/스낵,초코파이,2500,9.7,1,15시
343,adult_female,성년 여성,frozen,냉동식품,핫도그,2500,7.8,1,18시
343,adult_female,성년 여성,bakery,베이커리,시나몬롤,3500,6.7,1,18시
344,adult_male,성년 남성,daily,생활용품,주방세제,4000,4.8,1,10시
344,adult_male,성년 남성,beverage,음료,커피,2000,4.7,1,10시
345,adult_female,성년 여성,daily,생활용품,비누,2000,8.3,1,16시
346,adult_female,성년 여성,frozen,냉동식품,아이스크림,2000,9.9,1,17시
346,adult_female,성년 여성,beverage,음료,커피,2000,7.9,1,17시
347,adult_male,성년 남성,daily,생활용품,비누,2000,9.7,1,19시
348,minor_female,미성년 여성,bakery,베이커리,크로아상,3000,3.3,1,13시
348,minor_female,미성년 여성,snack,과자/스낵,새우깡,1500,5.1,1,13시
348,minor_female,미성년 여성,cosmetic,화장품,컨실러,16000,1.9,1,13시
350,minor_female,미성년 여성,frozen,냉동식품,냉동새우,12000,3.3,1,14시
351,adult_male,성년 남성,beverage,음료,두유,1500,7.0,1,10시
351,adult_male,성년 남성,daily,생활용품,수건,5000,9.8,1,10시
351,adult_male,성년 남성,frozen,냉동식품,핫도그,2500,9.4,1,10시
353,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,7.7,1,19시
353,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,4.7,1,19시
353,adult_female,성년 여성,daily,생활용품,세제,5000,8.3,1,19시
354,adult_female,성년 여성,premium,프리미엄,프리미엄커피,12000,4.1,1,14시
354,adult_female,성년 여성,bakery,베이커리,치즈케이크,6000,9.2,1,14시
354,adult_female,성년 여성,beverage,음료,커피,2000,9.7,1,14시
356,adult_male,성년 남성,daily,생활용품,주방세제,4000,5.3,1,11시
356,adult_male,성년 남성,bakery,베이커리,에클레어,4000,4.7,1,11시
360,adult_female,성년 여성,daily,생활용품,세제,5000,10.4,1,17시
360,adult_female,성년 여성,snack,과자/스낵,초코파이,2500,4.7,1,17시
364,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,9.9,1,12시
365,adult_female,성년 여성,cosmetic,화장품,선크림,20000,7.1,1,17시
365,adult_female,성년 여성,bakery,베이커리,치즈케이크,6000,6.3,1,17시
366,minor_female,미성년 여성,beverage,음료,주스,2500,4.1,1,14시
367,minor_female,미성년 여성,frozen,냉동식품,냉동라면,3500,2.3,1,15시
369,adult_female,성년 여성,daily,생활용품,비누,2000,9.6,1,14시
369,adult_female,성년 여성,bakery,베이커리,치즈케이크,6000,10.4,1,14시
370,adult_female,성년 여성,premium,프리미엄,럼,28000,10.0,1,19시
371,adult_female,성년 여성,bakery,베이커리,샌드위치,4500,5.4,1,17시
371,adult_female,성년 여성,snack,과자/스낵,초코파이,2500,10.3,1,17시
372,adult_male,성년 남성,beverage,음료,녹차,1200,9.8,1,15시
372,adult_male,성년 남성,bakery,베이커리,치즈케이크,6000,9.3,1,15시
374,adult_female,성년 여성,cosmetic,화장품,아이섀도,18000,7.3,1,15시
374,adult_female,성년 여성,frozen,냉동식품,핫도그,2500,8.1,1,15시
376,minor_female,미성년 여성,snack,과자/스낵,프링글스,2800,1.4,1,15시
376,minor_female,미성년 여성,beverage,음료,에너지드링크,2200,4.2,1,15시
376,minor_female,미성년 여성,bakery,베이커리,에클레어,4000,3.7,1,15시
376,minor_female,미성년 여성,frozen,냉동식품,냉동치킨,9000,4.1,1,15시
377,adult_female,성년 여성,beverage,음료,에너지드링크,2200,6.8,1,19시
377,adult_female,성년 여성,daily,생활용품,바디로션,8000,9.9,1,19시
379,adult_female,성년 여성,daily,생활용품,샴푸,8000,6.4,1,10시
379,adult_female,성년 여성,cosmetic,화장품,마스카라,12000,10.2,1,10시
380,adult_male,성년 남성,daily,생활용품,비누,2000,9.7,1,13시
380,adult_male,성년 남성,premium,프리미엄,수입과자,8000,5.7,1,13시
380,adult_male,성년 남성,frozen,냉동식품,어묵,3000,9.4,1,13시
381,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,7.7,1,20시
381,adult_female,성년 여성,snack,과자/스낵,새우깡,1500,5.5,1,20시
383,adult_female,성년 여성,daily,생활용품,휴지,4500,9.3,1,14시
383,adult_female,성년 여성,cosmetic,화장품,컨실러,16000,4.0,1,14시
383,adult_female,성년 여성,bakery,베이커리,치즈케이크,6000,6.8,1,14시
384,adult_female,성년 여성,bakery,베이커리,시나몬롤,3500,4.3,1,13시
385,minor_male,미성년 남성,frozen,냉동식품,만두,5000,5.2,1,17시
386,adult_male,성년 남성,beverage,음료,우유,1800,10.0,1,18시
386,adult_male,성년 남성,frozen,냉동식품,어묵,3000,9.4,1,18시
386,adult_male,성년 남성,premium,프리미엄,럼,28000,8.0,1,18시
386,adult_male,성년 남성,snack,과자/스낵,허니버터칩,2000,8.5,1,18시
387,adult_male,성년 남성,premium,프리미엄,럼,28000,7.4,1,10시
387,adult_male,성년 남성,beverage,음료,우유,1800,4.1,1,10시
387,adult_male,성년 남성,cosmetic,화장품,립스틱,15000,5.1,1,10시
387,adult_male,성년 남성,snack,과자/스낵,포카칩,1800,8.9,1,10시
388,adult_male,성년 남성,daily,생활용품,샴푸,8000,4.0,1,14시
389,adult_male,성년 남성,premium,프리미엄,수입와인,32000,7.7,1,16시
389,adult_male,성년 남성,cosmetic,화장품,블러셔,14000,7.5,1,16시
390,adult_female,성년 여성,frozen,냉동식품,냉동라면,3500,6.2,1,20시
391,adult_male,성년 남성,snack,과자/스낵,사탕,800,8.8,1,12시
394,adult_female,성년 여성,bakery,베이커리,크로아상,3000,4.3,1,13시
395,adult_female,성년 여성,beverage,음료,사이다,1500,8.2,1,15시
397,adult_female,성년 여성,cosmetic,화장품,컨실러,16000,6.4,1,19시
398,adult_female,성년 여성,bakery,베이커리,시나몬롤,3500,10.1,1,11시
398,adult_female,성년 여성,frozen,냉동식품,냉동라면,3500,9.8,1,11시
399,minor_female,미성년 여성,bakery,베이커리,샌드위치,4500,4.9,1,18시
400,adult_female,성년 여성,frozen,냉동식품,핫도그,2500,8.8,1,17시
401,adult_male,성년 남성,daily,생활용품,샴푸,8000,7.2,1,21시
402,adult_male,성년 남성,premium,프리미엄,브랜디,42000,5.7,1,16시
403,minor_female,미성년 여성,premium,프리미엄,브랜디,42000,2.6,1,14시
404,adult_male,성년 남성,daily,생활용품,수건,5000,5.2,1,17시
404,adult_male,성년 남성,premium,프리미엄,수입치즈,18000,10.1,1,17시
405,minor_male,미성년 남성,snack,과자/스낵,허니버터칩,2000,5.0,1,12시
406,adult_female,성년 여성,premium,프리미엄,수입치즈,18000,8.3,1,11시
407,adult_male,성년 남성,beverage,음료,에너지드링크,2200,8.5,1,14시
407,adult_male,성년 남성,daily,생활용품,핸드크림,6000,9.8,1,14시
408,adult_male,성년 남성,frozen,냉동식품,아이스크림,2000,7.4,1,10시
408,adult_male,성년 남성,beverage,음료,두유,1500,7.0,1,10시
412,minor_female,미성년 여성,beverage,음료,에너지드링크,2200,3.8,1,12시
414,adult_female,성년 여성,cosmetic,화장품,립스틱,15000,6.5,1,16시
415,adult_male,성년 남성,beverage,음료,이온음료,1800,6.6,1,18시
416,adult_female,성년 여성,beverage,음료,주스,2500,8.9,1,19시
417,adult_female,성년 여성,cosmetic,화장품,BB크림,18000,6.6,1,16시
417,adult_female,성년 여성,frozen,냉동식품,냉동라면,3500,8.1,1,16시
417,adult_female,성년 여성,bakery,베이커리,케이크,15000,4.9,1,16시
417,adult_female,성년 여성,snack,과자/스낵,젤리,1000,7.1,1,16시
418,adult_female,성년 여성,premium,프리미엄,샴페인,35000,6.3,1,16시
419,minor_female,미성년 여성,snack,과자/스낵,빠다코코낫,1500,4.3,1,11시
419,minor_female,미성년 여성,daily,생활용품,수건,5000,4.0,1,11시
420,minor_male,미성년 남성,frozen,냉동식품,냉동볶음밥,4500,4.1,1,10시
421,minor_female,미성년 여성,beverage,음료,커피,2000,5.1,1,13시
421,minor_female,미성년 여성,frozen,냉동식품,냉동치킨,9000,1.7,1,13시
422,adult_female,성년 여성,premium,프리미엄,프리미엄커피,12000,8.8,1,21시
422,adult_female,성년 여성,frozen,냉동식품,냉동라면,3500,5.3,1,21시
422,adult_female,성년 여성,daily,생활용품,칫솔,3000,9.0,1,21시
422,adult_female,성년 여성,snack,과자/스낵,새우깡,1500,7.7,1,21시
423,adult_male,성년 남성,frozen,냉동식품,냉동새우,12000,4.9,1,12시
423,adult_male,성년 남성,premium,프리미엄,럼,28000,8.5,1,12시
424,adult_female,성년 여성,cosmetic,화장품,아이섀도,18000,9.7,1,14시
425,adult_female,성년 여성,frozen,냉동식품,핫도그,2500,7.0,1,18시
426,minor_female,미성년 여성,snack,과자/스낵,꼬깔콘,1200,2.4,1,16시
427,minor_female,미성년 여성,bakery,베이커리,베이글,2500,2.3,1,15시
428,minor_female,미성년 여성,snack,과자/스낵,사탕,800,3.9,1,19시
429,minor_female,미성년 여성,beverage,음료,에너지드링크,2200,4.8,1,11시
430,adult_female,성년 여성,beverage,음료,에너지드링크,2200,5.9,1,17시
431,adult_male,성년 남성,premium,프리미엄,수입와인,32000,8.2,1,19시
431,adult_male,성년 남성,daily,생활용품,수건,5000,9.8,1,19시
432,adult_female,성년 여성,frozen,냉동식품,어묵,3000,8.2,1,13시
432,adult_female,성년 여성,daily,생활용품,핸드크림,6000,10.1,1,13시
433,adult_female,성년 여성,beverage,음료,두유,1500,4.6,1,21시
433,adult_female,성년 여성,daily,생활용품,주방세제,4000,9.2,1,21시
436,adult_female,성년 여성,premium,프리미엄,샴페인,35000,8.7,1,20시
437,adult_female,성년 여성,premium,프리미엄,수입치즈,18000,10.0,1,14시
437,adult_female,성년 여성,beverage,음료,이온음료,1800,8.1,1,14시
439,adult_male,성년 남성,daily,생활용품,치약,3500,6.1,1,13시
439,adult_male,성년 남성,beverage,음료,에너지드링크,2200,5.7,1,13시
441,adult_male,성년 남성,frozen,냉동식품,냉동볶음밥,4500,8.8,1,12시
442,minor_female,미성년 여성,beverage,음료,주스,2500,4.2,1,11시
443,adult_female,성년 여성,daily,생활용품,주방세제,4000,9.7,1,16시
443,adult_female,성년 여성,premium,프리미엄,위스키,45000,8.7,1,16시
